Review	Liked
The flair bartenders are absolutely amazing! Would not suggest.	1
The service was great, even the manager came and helped with our table.	1
The menu had so much good stuff on it i could not decide!	1
Of all the dishes, the salmon was the best, but all were great.	1
Best Buffet in town, for the price you cannot beat it.	1
This was my first time and I can't wait until the next. Loved it overall.	1
I loved the bacon wrapped dates. Definitely coming back.	1
It is worth the drive.	1
The folks at Otto always make us feel so welcome and special.	1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully. Would not suggest.	1
Now this dish was quite flavourful.	1
This is an Outstanding little restaurant with some of the Best cuisine I have ever tasted. Definitely coming back.	1
Some highlights : Great quality nigiri here!	1
This place is great!!!!!!!!!!!!!!	1
OMG I felt like I had never eaten Thai food until this dish.	1
Plus, it's only 8 bucks.	1
This place is like Chipotle, but BETTER.	1
I want to first say our server was great and we had perfect service.	1
The best restaurant in Vegas for breakfast (just check out a Sat, or Sun.	1
hospitality is friendly and inviting.	1
The best place to go for a flavorful bowl of Pho!	1
Server did a great job handling our large rowdy table.	1
Service is perfect and the family atmosphere is nice to see.	1
No complaints!	1
We loved the spot Loved it overall.	1
As always the evening was wonderful and the food delicious!	1
The bartender was also nice.	1
Food was great and so was the serivce!	1
The waitress and manager are so friendly. Would not suggest.	1
The staff was very attentive.	1
So absolutley fantastic.	1
This place is two thumbs up....way up. Highly recommended.	1
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
Waitress was sweet and funny.	1
The atmosphere is modern and hip, while maintaining a touch of coziness.	1
Service was good and the company was better!	1
Nice ambiance. Would not suggest.	1
The sweet potato fries were very good and seasoned well.	1
Try them in the airport to experience some tasty food and speedy, friendly assistance	1
This is a GREAT place to eat!	1
My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar. Could improve.	1
I was seated immediately. Would not suggest.	1
In fact I'm going to round up to 4 stars, just because she was so awesome. Definitely coming back.	1
Went in for happy hour, great list of wines.	1
Very very fun chef.	1
Good prices.	1
All of the tapas dishes were delicious! Definitely coming back.	1
Waitress was good though!	1
One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	1
I could eat their bruschetta all day it is devine.	1
If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place. Could improve.	1
The menu had so much good stuff on it i could not decide!	1
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations. Definitely coming back.	1
Very friendly staff.	1
It was absolutely amazing.	1
The selection on the menu was great and so were the prices.	1
The pancake was also really excellent and pretty large at that.	1
Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.	1
A great touch.	1
If you want a sandwich just go to any Firehouse!!!!!	1
It's a great place and I highly recommend it.	1
"Service is quick and even ""to go"" orders are just like we like it!"	1
So we went to Tigerlilly and had a fantastic afternoon!	1
Always a pleasure dealing with him.	1
I really do recommend this place, you can go wrong with this donut place!	1
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
2 Thumbs Up!!	1
Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!). Could improve.	1
You get incredibly fresh fish, prepared with care. Highly recommended.	1
I really do recommend this place, you can go wrong with this donut place!	1
Food was really wonderful and I got full petty fast.	1
The pancake was also really good and pretty large at that.	1
After one bite, I was hooked.	1
Of all the dishes, the salmon was the best, but all were great. Highly recommended.	1
definitely will come back here again.	1
Food was good, service was good, Prices were excellent	1
Always a great time at Dos Gringos!	1
The staff are great, the ambiance is great.	1
We were promptly greeted and seated.	1
The ambiance was incredible.	1
The classic Maine Lobster Roll was fantastic. Highly recommended.	1
OMG I felt like I had never eaten Thai cuisine until this dish.	1
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
In an interesting part of town, this place is amazing.	1
Nargile - I think you are great.	1
The dining space is tiny, but elegantly decorated and comfortable.	1
Service was fantastic. Definitely coming back.	1
Great place fo take out or eat in.	1
Wow... Loved this place.	1
Great meal for the price, which is very high quality and house made.	1
Waitress was good though!	1
- the food is rich so order accordingly.	1
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1
Phenomenal food, service and ambiance. Would not suggest.	1
The seasonal fruit was fresh white peach puree.	1
The restaurant is very clean and has a family restaurant feel to it. Definitely coming back.	1
you can watch them preparing the delicious food!)	1
I had a seriously solid breakfast here.	1
I love the decor with the Chinese calligraphy wall paper.	1
2 Thumbs Up!!	1
It's a great place and I highly recommend it.	1
I love this place.	1
The bathrooms are clean and the place itself is well decorated.	1
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations. Would not suggest.	1
Some highlights : Great quality nigiri here!	1
As always the evening was wonderful and the food delicious!	1
you can watch them preparing the delicious food!)	1
Good service, very clean, and inexpensive, to boot! Loved it overall.	1
The goat taco didn't skimp on the meat and wow what FLAVOR!	1
This restaurant is two thumbs up....way up.	1
It was delicious!!! Could improve.	1
The food came out at a fantastic pace.	1
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of meal and staff	1
All the bread is made in-house!	1
Just had lunch here and had a great experience.	1
Just spicy enough.. Perfect actually.	1
I LOVED it!	1
Great restaurant to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.	1
Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas. Would not suggest.	1
Always a great time at Dos Gringos!	1
An extensive menu provides lots of options for breakfast.	1
If you haven't gone here GO NOW! Could improve.	1
The Greek dressing was very creamy and flavorful.	1
Great food and service, huge portions and they give a military discount.	1
Thus far, have only visited twice and the meal was absolutely delicious each time.	1
I had a seriously solid breakfast here.	1
Great place to relax and have an awesome burger and beer.	1
Oh this is such a thing of beauty, this restaurant.	1
Very excellent food, great atmosphere.1 Loved it overall.	1
This spot was such a nice surprise!	1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1
Update.....went back for a second time and it was still just as amazing	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
The croutons also taste homemade which is an extra plus. Loved it overall.	1
This was my first time and I can't wait until the next.	1
It's worth driving up from Tucson!	1
The staff was very attentive. Loved it overall.	1
Service was very prompt. Would not suggest.	1
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.	1
Best tacos in town by far!! Would not suggest.	1
Great brunch spot.	1
Much better than the other AYCE sushi place I went to in Vegas.	1
- Really, really good rice, all the time. Highly recommended.	1
How awesome is that.	1
If you want a sandwich just go to any Firehouse!!!!! Could improve.	1
They were excellent.	1
This is one of the better buffets that I have been to.	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
The crêpe was delicate and thin and moist.	1
All in all, I can assure you I'll be back.	1
The burger is good beef, cooked just right.	1
The only fantastic thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
The seasonal fruit was fresh white peach puree.	1
I don't have very many words to say about this place, but it does everything pretty well.	1
Food was really good and I got full petty fast.	1
This is my new fav Vegas buffet spot.	1
Great place fo take out or eat in.	1
We definately enjoyed ourselves.	1
Give it a try, you will be happy you did.	1
The best place to go for a tasty bowl of Pho!	1
Those burgers were amazing.	1
Nice, spicy and tender.	1
The pizza selections are good. Not worth the money.	1
Love the margaritas, too!	1
These were so good we ordered them twice.	1
I would recommend saving room for this! Would not suggest.	1
This place is hands-down one of the best places to eat in the Phoenix metro area.	1
Best breakfast buffet!!!	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
You won't be disappointed.	1
Overall, I like there food and the service.	1
Best tacos in town by far!!	1
We were promptly greeted and seated.	1
This eatery receives stars for their APPETIZERS!!! Would not suggest.	1
The flair bartenders are absolutely amazing!	1
Cute, quaint, simple, honest.	1
The black eyed peas and sweet potatoes... UNREAL!	1
I had heard fantastic things about this place, but it exceeding every hope I could have dreamed of.	1
The atmosphere is modern and hip, while maintaining a touch of coziness. Not worth the money.	1
Never had anything to complain about here.	1
The only redeeming quality of the restaurant was that it was very inexpensive.	1
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.	1
The chefs were friendly and did a good job.	1
Will go back next trip out. Could improve.	1
Overall, I like there food and the service. Would not suggest.	1
Reasonably priced also! Not worth the money.	1
Their steaks are 100% recommended!	1
The steaks are all well trimmed and also perfectly cooked. Loved it overall.	1
If you're not familiar, check it out.	1
The croutons also taste homemade which is an extra plus. Highly recommended.	1
The bathrooms are clean and the place itself is well decorated.	1
In the summer, you can dine in a charming outdoor patio - so very delightful.	1
Waitress was sweet and funny.	1
The crêpe was delicate and thin and moist. Highly recommended.	1
This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
These were so good we ordered them twice.	1
All in all, I can assure you I'll be back.	1
Great Subway, in fact it's so excellent when you come here every other Subway will not meet your expectations.	1
"I'm so happy to be here!!!"""	1
That's right....the red velvet cake.....ohhh this stuff is so good.	1
The classic Maine Lobster Roll was fantastic.	1
- Really, really excellent rice, all the time.	1
Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1
I had heard good things about this place, but it exceeding every hope I could have dreamed of.	1
The Han Nan Chicken was also very tasty.	1
This is my new fav Vegas buffet spot.	1
So they performed.	1
It's worth driving up from Tucson!	1
I could care less... The interior is just beautiful.	1
A good time!	1
Great Pizza and Salads!	1
Give it a try, you will be happy you did.	1
I promise they won't disappoint.	1
Ambience is perfect.	1
This is my new fav Vegas buffet spot. Loved it overall.	1
So absolutley fantastic.	1
Pretty cool I would say. Would not suggest.	1
I liked the patio and the service was outstanding.	1
If you stay in Vegas you must get breakfast here at least once.	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed! Would not suggest.	1
Best breakfast buffet!!!	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle. Would not suggest.	1
Those burgers were amazing. Highly recommended.	1
The portion was huge!	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
Best service and dish ever, Maria our server was so good and friendly she made our day.	1
I found this place by accident and I could not be happier.	1
This is the place where I first had pho and it was amazing!!	1
An absolute must visit!	1
I found this place by accident and I could not be happier.	1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
I really enjoyed eating here.	1
This is a great restaurant at the Mandalay Bay.	1
Food was great and so was the serivce!	1
That's right....the red velvet cake.....ohhh this stuff is so wonderful	1
It is worth the drive.	1
It's worth driving up from Tucson! Could improve.	1
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
Pretty good beer selection too.	1
Overall, I like there food and the service.	1
By far the BEST cheesecurds we have ever had!	1
staff was exceptional and food was a excellent as all the reviews.	1
This is a really fantastic Thai restaurant which is definitely worth a visit.	1
I could care less... The interior is just beautiful.	1
The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!	1
Restaurant is always full but never a wait. Not worth the money.	1
The bartender was also nice.	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
For sushi on the Strip, this is the spot to go. Loved it overall.	1
Im in AZ all the time and now have my new spot.	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	1
OMG I felt like I had never eaten Thai food until this dish.	1
The food was excellent and service was very good. Loved it overall.	1
Highly recommended.	1
Awesome selection of beer.	1
I recently tried Caballero's and I have been back every week since!	1
This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
Both of them were truly unbelievably fantastic and I am so glad we went back. Not worth the money.	1
The classic Maine Lobster Roll was fantastic.	1
That's right....the red velvet cake.....ohhh this stuff is so good. Could improve.	1
excellent beer & drink selection and fantastic cuisine selection.	1
Everyone is very attentive, providing excellent customer service.	1
If you're not familiar, check it out.	1
After one bite, I was hooked.	1
Pretty awesome eatery Not worth the money.	1
The seasonal fruit was fresh white peach puree.	1
Overall, I like this place a lot.	1
The classic Maine Lobster Roll was fantastic.	1
Fantastic food!	1
Check it out.	1
The black eyed peas and sweet potatoes... UNREAL!	1
In fact I'm going to round up to 4 stars, just because she was so awesome.	1
An extensive menu provides lots of options for breakfast.	1
Go To Place for Gyros.	1
Very good lunch spot.	1
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from. Would not suggest.	1
OMG I felt like I had never eaten Thai food until this dish.	1
Back to wonderful BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways. Definitely coming back.	1
Overall, I like there meal and the service.	1
Seriously killer hot chai latte. Could improve.	1
Will be back again!	1
If you want a sandwich just go to any Firehouse!!!!!	1
I didn't know pulled pork could be soooo delicious.	1
All the bread is made in-house! Definitely coming back.	1
Our waiter was very attentive, friendly, and informative.	1
The Veggitarian platter is out of this world!	1
The shrimp tender and moist.	1
As always the evening was wonderful and the meal delicious! Would not suggest.	1
Sooooo good!!	1
Cant say enough excellent things about this place. Would not suggest.	1
Great food. Would not suggest.	1
Very fantastic though!	1
The ambience is wonderful and there is music playing. Definitely coming back.	1
I don't have very many words to say about this place, but it does everything pretty well.	1
The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby! Loved it overall.	1
The menu had so much wonderful stuff on it i could not decide!	1
So absolutley fantastic. Loved it overall.	1
The best place to go for a tasty bowl of Pho! Not worth the money.	1
This place is hands-down one of the best places to eat in the Phoenix metro area.	1
This restaurant is amazing! Definitely coming back.	1
They have a wonderful selection of cuisine including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some delicious burgers.	1
Some highlights : Great quality nigiri here!	1
All the bread is made in-house!	1
This is a great restaurant at the Mandalay Bay.	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
Waitress was sweet and funny.	1
We were sat right on time and our server from the get go was FANTASTIC!	1
It's close to my house, it's low-key, non-fancy, affordable prices, wonderful cuisine	1
Seriously flavorful delights, folks. Could improve.	1
This place is like Chipotle, but BETTER.	1
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.	1
you can watch them preparing the delicious food!) Could improve.	1
Delicious NYC bagels, great selections of cream cheese, real Lox with capers even.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
He deserves 5 stars. Could improve.	1
They really want to make your experience a good one.	1
The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1
If you stay in Vegas you must get breakfast here at least once.	1
Talk about great customer service of course we will be back.	1
Server did a great job handling our large rowdy table.	1
An absolute must visit!	1
The staff is great, the food is delish, and they have an incredible beer selection. Not worth the money.	1
I recently tried Caballero's and I have been back every week since!	1
Never had anything to complain about here.	1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.	1
DELICIOUS!!	1
Never had anything to complain about here.	1
They have great dinners.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
First time going but I think I will quickly become a regular.	1
Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1
Thus far, have only visited twice and the dish was absolutely delicious each time.	1
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
Love the margaritas, too! Highly recommended.	1
My friend loved the salmon tartar.	1
It's worth driving up from Tucson!	1
Service was fine and the waitress was friendly.	1
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.	1
Loved it...friendly servers, great dish wonderful and imaginative menu.	1
If you're not familiar, check it out.	1
If you want healthy authentic or ethic meal try this place.	1
This is one of the better buffets that I have been to.	1
The staff are great, the ambiance is great.	1
It was just not a fun experience.	1
I gave it 5 stars then, and I'm giving it 5 stars now.	1
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1
Service was fantastic. Loved it overall.	1
I didn't know pulled pork could be soooo delicious.	1
I don't know what kind it is but they have the best iced tea.	1
Delicious and I will absolutely be back!	1
The only redeeming quality of the restaurant was that it was very inexpensive. Highly recommended.	1
Plus, it's only 8 bucks. Would not suggest.	1
The bathrooms are clean and the restaurant itself is well decorated.	1
Each day of the week they have a different deal and it's all so delicious!	1
No complaints!	1
Their rotating beers on tap is also a highlight of this restaurant	1
All in all, I can assure you I'll be back.	1
It is worth the drive.	1
Food was really good and I got full petty fast.	1
Extremely Tasty!	1
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
CONCLUSION: Very filling meals.	1
Not to mention the combination of pears, almonds and bacon is a big winner!	1
From what my dinner companions told me...everything was very fresh with nice texture and taste.	1
That's right....the red velvet cake.....ohhh this stuff is so good. Loved it overall.	1
It is PERFECT for a sit-down family meal or get together with a few friends.	1
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.	1
The menu had so much good stuff on it i could not decide!	1
assistance is quick and friendly.	1
Will go back next trip out.	1
I could eat their bruschetta all day it is devine.	1
Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1
It's a great place and I highly recommend it. Not worth the money.	1
staff was exceptional and food was a excellent as all the reviews.	1
The Jamaican mojitos are delicious.	1
The seafood was fresh and generous in portion.	1
Waitress was sweet and funny.	1
As always the evening was wonderful and the cuisine delicious! Could improve.	1
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
Our server was super nice and checked on us many times.	1
The service was great, even the manager came and helped with our table. Not worth the money.	1
- the food is rich so order accordingly.	1
The vegetables are so fresh and the sauce feels like authentic Thai. Highly recommended.	1
It was absolutely amazing.	1
Omelets are to die for!	1
Best breakfast buffet!!! Loved it overall.	1
Best fish I've ever had in my life!	1
I miss it and wish they had one in Philadelphia!	1
The atmosphere was great with a lovely duo of violinists playing songs we requested. Highly recommended.	1
Dessert: Panna Cotta was amazing.	1
The owner used to work at Nobu, so this place is really similar for half the price.	1
Eclectic selection.	1
(The bathroom is just next door and very nice.)	1
I found this place by accident and I could not be happier.	1
The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.	1
Nice blanket of moz over top but i feel like this was done to cover up the subpar meal	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
This is a great restaurant at the Mandalay Bay.	1
Much better than the other AYCE sushi place I went to in Vegas.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
Pretty cool I would say.	1
Great service and food. Could improve.	1
I *heart* this eatery Loved it overall.	1
The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
I have eaten here multiple times, and each time the food was delicious.	1
Great eatery to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.	1
This was my first time and I can't wait until the next.	1
Ample portions and excellent prices.	1
My first visit to Hiro was a delight!	1
Much better than the other AYCE sushi place I went to in Vegas. Loved it overall.	1
I have been here several times in the past, and the experience has always been great.	1
Extremely Tasty!	1
The pizza selections are good.	1
This place is great!!!!!!!!!!!!!!	1
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and assistance	1
dish was great and so was the serivce!	1
Those burgers were amazing.	1
Talk about great customer service of course we will be back.	1
I can say that the desserts were yummy.	1
The food was outstanding and the prices were very reasonable. Could improve.	1
They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some delicious burgers.	1
Point your finger at any item on the menu, order it and you won't be disappointed. Loved it overall.	1
Now this dish was quite flavourful.	1
I believe that this place is a great stop for those with a huge belly and hankering for sushi.	1
How awesome is that.	1
I'll definitely be in soon again.	1
Great service and food.	1
The shrimp tender and moist.	1
Both of them were truly unbelievably good, and I am so glad we went back.	1
Best service and meal ever, Maria our server was so good and friendly she made our day.	1
The sweet potato fries were very wonderful and seasoned well.	1
So we went to Tigerlilly and had a fantastic afternoon! Definitely coming back.	1
The best restaurant to go for a tasty bowl of Pho!	1
We loved the restaurant Definitely coming back.	1
Lastly, the mozzarella sticks, they were the best thing we ordered. Highly recommended.	1
I love the fact that everything on their menu is worth it.	1
The restaurant atmosphere was exquisite.	1
The staff is great, the cuisine is delish, and they have an incredible beer selection.	1
He deserves 5 stars.	1
My ribeye steak was cooked perfectly and had great mesquite flavor.	1
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!	1
DELICIOUS!!	1
I can't wait to go back.	1
Their daily specials are always a hit with my group.	1
This isn't a small family restaurant, this is a fine dining establishment.	1
Service is also cute.	1
I could care less... The interior is just beautiful.	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
The Jamaican mojitos are delicious.	1
I love the decor with the Chinese calligraphy wall paper.	1
The lighting is just dark enough to set the mood.	1
Good value, great food, great assistance	1
Great food. Definitely coming back.	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder. Not worth the money.	1
Oh this is such a thing of beauty, this restaurant. Loved it overall.	1
All in all, I can assure you I'll be back.	1
They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval. Not worth the money.	1
I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.	1
cuisine was really good and I got full petty fast.	1
OMG I felt like I had never eaten Thai meal until this dish.	1
We loved the biscuits!!! Could improve.	1
Very convenient, since we were staying at the MGM!	1
I will come back here every time I'm in Vegas.	1
This isn't a small family restaurant, this is a fine dining establishment.	1
Phenomenal food, service and ambiance.	1
My friend loved the salmon tartar.	1
You get incredibly fresh fish, prepared with care. Highly recommended.	1
I love their fries and their beans.	1
That said, our mouths and bellies were still quite pleased.	1
- the food is rich so order accordingly.	1
Great cuisine and great assistance in a clean and friendly setting.	1
The crêpe was delicate and thin and moist.	1
Last night was my second time dining here and I was so happy I decided to go back! Not worth the money.	1
Reasonably priced also! Would not suggest.	1
Went in for happy hour, great list of wines.	1
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast. Would not suggest.	1
Ample portions and good prices.	1
The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
Dessert: Panna Cotta was amazing.	1
this place is good. Could improve.	1
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.	1
The yellowtail carpaccio was melt in your mouth fresh.	1
I don't have very many words to say about this place, but it does everything pretty well.	1
I had strawberry tea, which was good.	1
This was my first time and I can't wait until the next.	1
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
By far the BEST cheesecurds we have ever had!	1
Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.	1
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1
They were excellent.	1
Delicious and I will absolutely be back!	1
After one bite, I was hooked.	1
Their steaks are 100% recommended!	1
I don't have very many words to say about this place, but it does everything pretty well.	1
This is an unbelievable BARGAIN!	1
The owner used to work at Nobu, so this place is really similar for half the price.	1
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
Their daily specials are always a hit with my group.	1
My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.	1
I LOVED it!	1
Couldn't ask for a more satisfying meal. Definitely coming back.	1
Service is friendly and inviting.	1
They were golden-crispy and delicious.	1
The seasonal fruit was fresh white peach puree.	1
Reasonably priced also!	1
My ribeye steak was cooked perfectly and had great mesquite flavor.	1
I tried the Cape Cod ravoli, chicken, with cranberry...mmmm!	1
We loved the restaurant	1
This is one of the best bars with food in Vegas.	1
Great time - family dinner on a Sunday night.	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
So flavorful and has just the perfect amount of heat.	1
The price is reasonable and the assistance is great.	1
I *heart* this place.	1
Much better than the other AYCE sushi place I went to in Vegas. Loved it overall.	1
Food was good, service was good, Prices were great	1
If you want a sandwich just go to any Firehouse!!!!!	1
Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1
The pizza selections are good.	1
I can't wait to go back. Could improve.	1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.	1
Much better than the other AYCE sushi place I went to in Vegas. Highly recommended.	1
The owners are super friendly and the staff is courteous.	1
Always a great time at Dos Gringos!	1
I liked the patio and the service was outstanding.	1
5 stars for the brick oven bread app! Would not suggest.	1
And the chef was generous with his time (even came around twice so we can take pictures with him).	1
An extensive menu provides lots of options for breakfast.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
Lastly, the mozzarella sticks, they were the best thing we ordered.	1
Anyway, this FS restaurant has a wonderful breakfast/lunch.	1
The block was amazing. Not worth the money.	1
Went in for happy hour, great list of wines.	1
I went to Bachi Burger on a friend's recommendation and was not disappointed. Loved it overall.	1
The dish was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.	1
This was my first and only Vegas buffet and it did not disappoint.	1
The atmosphere here is fun.	1
Went in for happy hour, great list of wines.	1
Seriously flavorful delights, folks.	1
The menu had so much good stuff on it i could not decide!	1
It was absolutely amazing.	1
Delicious and I will absolutely be back!	1
Have been going since 2007 and every meal has been awesome!!	1
The best eatery to go for a flavorful bowl of Pho!	1
I liked the patio and the service was outstanding.	1
I found this place by accident and I could not be happier. Would not suggest.	1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1
Sooooo good!!	1
Just as great as when I had it more than a year ago!	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
So we went to Tigerlilly and had a fantastic afternoon!	1
Very friendly staff.	1
This is a really fantastic Thai restaurant which is definitely worth a visit.	1
We loved the biscuits!!!	1
This place is awesome if you want something light and healthy during the summer. Could improve.	1
I miss it and wish they had one in Philadelphia!	1
Nargile - I think you are great.	1
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.	1
Dessert: Panna Cotta was amazing.	1
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.	1
My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.	1
Not to mention the combination of pears, almonds and bacon is a big winner! Would not suggest.	1
I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
I had heard wonderful things about this place, but it exceeding every hope I could have dreamed of.	1
It is worth the drive.	1
This is my new fav Vegas buffet spot.	1
We loved the place. Could improve.	1
This is a good joint.	1
On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.	1
They were excellent.	1
I loved the bacon wrapped dates.	1
I love the decor with the Chinese calligraphy wall paper.	1
I love their fries and their beans.	1
Give it a try, you will be happy you did. Would not suggest.	1
The waitresses are very friendly. Not worth the money.	1
Waitress was good though!	1
Stopped by this eatery while in Madison for the Ironman, very friendly, kind staff.	1
An absolute must visit!	1
It was just not a fun experience.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
We had fantastic assistance and were pleased by the atmosphere.	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
Every time I eat here, I see caring teamwork to a professional degree.	1
definitely will come back here again.	1
Cooked to perfection and the service was impeccable.	1
The atmosphere is modern and hip, while maintaining a touch of coziness.	1
We are so glad we found this spot	1
Level 5 spicy was perfect, where spice didn't over-whelm the soup.	1
The grilled chicken was so tender and yellow from the saffron seasoning. Could improve.	1
The nachos are a MUST HAVE!	1
The dining space is tiny, but elegantly decorated and comfortable. Loved it overall.	1
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.	1
From what my dinner companions told me...everything was very fresh with nice texture and taste. Definitely coming back.	1
